performance_country,composer,composer_nationality,gender,work,performances
Lithuania,Puccini,Italy,m,Suor Angelica,2
Lithuania,Puccini,Italy,m,Suor Angelica,1
Lithuania,Puccini,Italy,m,Suor Angelica,1
Lithuania,Puccini,Italy,m,Tosca,4
Lithuania,Puccini,Italy,m,Tosca,5
Luxembourg,Puccini,Italy,m,La boheme,3
Luxembourg,Puccini,Italy,m,Madama Butterfly,3
Macao,Puccini,Italy,m,Turandot,4
Macedonia,Puccini,Italy,m,La boheme,1
Macedonia,Puccini,Italy,m,Madama Butterfly,2
Macedonia,Puccini,Italy,m,Tosca,1
Macedonia,Puccini,Italy,m,Tosca,2
Macedonia,Puccini,Italy,m,Tosca,1
Macedonia,Puccini,Italy,m,Tosca,1
Macedonia,Puccini,Italy,m,Turandot,2
Macedonia,Puccini,Italy,m,Turandot,2
Macedonia,Puccini,Italy,m,Turandot,1
Macedonia,Puccini,Italy,m,Turandot,1
Malta,Puccini,Italy,m,La boheme,2
Malta,Puccini,Italy,m,Madama Butterfly,2
Malta,Puccini,Italy,m,Madama Butterfly,1
Malta,Puccini,Italy,m,Tosca,1
Malta,Puccini,Italy,m,Turandot,1
Mexico,Puccini,Italy,m,Gianni Schicchi,1
Mexico,Puccini,Italy,m,La boheme,8
Mexico,Puccini,Italy,m,La boheme,2
Mexico,Puccini,Italy,m,La boheme,2
Mexico,Puccini,Italy,m,La boheme,4
Mexico,Puccini,Italy,m,La fanciulla del West,1
Mexico,Puccini,Italy,m,Tosca,5
Mexico,Puccini,Italy,m,Turandot,6
Mexico,Puccini,Italy,m,Turandot,2
Mexico,Puccini,Italy,m,Turandot,4
Moldova,Puccini,Italy,m,La boheme,2
Moldova,Puccini,Italy,m,La boheme,1
Moldova,Puccini,Italy,m,La boheme,1
Moldova,Puccini,Italy,m,La boheme,1
Moldova,Puccini,Italy,m,La boheme,2
Moldova,Puccini,Italy,m,Madama Butterfly,1
Moldova,Puccini,Italy,m,Madama Butterfly,1
Moldova,Puccini,Italy,m,Madama Butterfly,3
Moldova,Puccini,Italy,m,Madama Butterfly,2
Moldova,Puccini,Italy,m,Madama Butterfly,1
Moldova,Puccini,Italy,m,Madama Butterfly,1
Moldova,Puccini,Italy,m,Tosca,3
Moldova,Puccini,Italy,m,Tosca,2
Moldova,Puccini,Italy,m,Tosca,2
Moldova,Puccini,Italy,m,Tosca,2
Moldova,Puccini,Italy,m,Tosca,1
Moldova,Puccini,Italy,m,Tosca,2
Moldova,Puccini,Italy,m,Turandot,1
Moldova,Puccini,Italy,m,Turandot,1
Moldova,Puccini,Italy,m,Turandot,1
Moldova,Puccini,Italy,m,Turandot,1
Monaco,Puccini,Italy,m,La fanciulla del West,3
Monaco,Puccini,Italy,m,Tosca,3
Mongolia,Puccini,Italy,m,La boheme,2
Mongolia,Puccini,Italy,m,La boheme,2
Mongolia,Puccini,Italy,m,Madama Butterfly,2
Mongolia,Puccini,Italy,m,Madama Butterfly,3
Mongolia,Puccini,Italy,m,Tosca,2
Mongolia,Puccini,Italy,m,Tosca,2
Netherlands,Puccini,Italy,m,Gianni Schicchi,8
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,2
Netherlands,Puccini,Italy,m,La boheme,10
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,1
Netherlands,Puccini,Italy,m,La boheme,2
Netherlands,Puccini,Italy,m,La boheme,10
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,2
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,2
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Madama Butterfly,1
Netherlands,Puccini,Italy,m,Manon Lescaut,8
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,2
Netherlands,Puccini,Italy,m,Tosca,2
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
Netherlands,Puccini,Italy,m,Tosca,1
New Zealand,Puccini,Italy,m,La boheme,3
New Zealand,Puccini,Italy,m,La boheme,3
New Zealand,Puccini,Italy,m,Madama Butterfly,5
New Zealand,Puccini,Italy,m,Madama Butterfly,4
New Zealand,Puccini,Italy,m,Madama Butterfly,5
New Zealand,Puccini,Italy,m,Madama Butterfly,4
New Zealand,Puccini,Italy,m,Manon Lescaut,1
New Zealand,Puccini,Italy,m,Tosca,5
New Zealand,Puccini,Italy,m,Tosca,4
New Zealand,Puccini,Italy,m,Tosca,4
Norway,Puccini,Italy,m,Gianni Schicchi,2
Norway,Puccini,Italy,m,Gianni Schicchi,4
Norway,Puccini,Italy,m,Il tabarro,2
Norway,Puccini,Italy,m,La boheme,5
Norway,Puccini,Italy,m,La boheme,11
Norway,Puccini,Italy,m,La boheme,6
Norway,Puccini,Italy,m,La boheme,7
Norway,Puccini,Italy,m,Madama Butterfly,5
Norway,Puccini,Italy,m,Madama Butterfly,10
Norway,Puccini,Italy,m,Madama Butterfly,20
Norway,Puccini,Italy,m,Madama Butterfly,6
Norway,Puccini,Italy,m,Madama Butterfly,4
Norway,Puccini,Italy,m,Madama Butterfly,2
Norway,Puccini,Italy,m,Madama Butterfly,4
Norway,Puccini,Italy,m,Madama Butterfly,7
Norway,Puccini,Italy,m,Madama Butterfly,4
Norway,Puccini,Italy,m,Madama Butterfly,9
Norway,Puccini,Italy,m,Suor Angelica,2
Norway,Puccini,Italy,m,Tosca,3
Norway,Puccini,Italy,m,Tosca,1
Norway,Puccini,Italy,m,Tosca,5
Norway,Puccini,Italy,m,Tosca,6
Norway,Puccini,Italy,m,Tosca,3
Norway,Puccini,Italy,m,Tosca,8
Norway,Puccini,Italy,m,Turandot,1
Norway,Puccini,Italy,m,Turandot,11
Oman,Puccini,Italy,m,La boheme,2
Oman,Puccini,Italy,m,Madama Butterfly,3
Oman,Puccini,Italy,m,Manon Lescaut,2
Oman,Puccini,Italy,m,Turandot,3
Oman,Puccini,Italy,m,Turandot,1
Peru,Puccini,Italy,m,Madama Butterfly,3
Peru,Puccini,Italy,m,Madama Butterfly,2
Peru,Puccini,Italy,m,Tosca,3
Peru,Puccini,Italy,m,Turandot,2
Poland,Puccini,Italy,m,Gianni Schicchi,2
Poland,Puccini,Italy,m,Gianni Schicchi,3
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,4
Poland,Puccini,Italy,m,La boheme,6
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,3
Poland,Puccini,Italy,m,La boheme,1
Poland,Puccini,Italy,m,La boheme,1
Poland,Puccini,Italy,m,La boheme,3
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,3
Poland,Puccini,Italy,m,La boheme,13
Poland,Puccini,Italy,m,La boheme,3
Poland,Puccini,Italy,m,La boheme,10
Poland,Puccini,Italy,m,La boheme,5
Poland,Puccini,Italy,m,La boheme,15
Poland,Puccini,Italy,m,La boheme,4
Poland,Puccini,Italy,m,La boheme,3
Poland,Puccini,Italy,m,La boheme,11
Poland,Puccini,Italy,m,La boheme,3
Poland,Puccini,Italy,m,La boheme,4
Poland,Puccini,Italy,m,La boheme,6
Poland,Puccini,Italy,m,La boheme,4
Poland,Puccini,Italy,m,La boheme,4
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,5
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,5
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,8
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,1
Poland,Puccini,Italy,m,Madama Butterfly,5
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,5
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,1
Poland,Puccini,Italy,m,Madama Butterfly,3
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,6
Poland,Puccini,Italy,m,Madama Butterfly,2
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Madama Butterfly,4
Poland,Puccini,Italy,m,Manon Lescaut,5
Poland,Puccini,Italy,m,Suor Angelica,2
Poland,Puccini,Italy,m,Tosca,4
Poland,Puccini,Italy,m,Tosca,10
Poland,Puccini,Italy,m,Tosca,5
Poland,Puccini,Italy,m,Tosca,9
Poland,Puccini,Italy,m,Tosca,8
Poland,Puccini,Italy,m,Tosca,2
Poland,Puccini,Italy,m,Tosca,4
Poland,Puccini,Italy,m,Tosca,6
Poland,Puccini,Italy,m,Tosca,2
Poland,Puccini,Italy,m,Tosca,7
Poland,Puccini,Italy,m,Tosca,3
Poland,Puccini,Italy,m,Tosca,3
Poland,Puccini,Italy,m,Tosca,1
Poland,Puccini,Italy,m,Tosca,4
Poland,Puccini,Italy,m,Tosca,2
Poland,Puccini,Italy,m,Tosca,1
Poland,Puccini,Italy,m,Tosca,1
Poland,Puccini,Italy,m,Tosca,4
Poland,Puccini,Italy,m,Tosca,1
Poland,Puccini,Italy,m,Tosca,3
Poland,Puccini,Italy,m,Tosca,9
Poland,Puccini,Italy,m,Tosca,2
Poland,Puccini,Italy,m,Tosca,4
Poland,Puccini,Italy,m,Tosca,2
Poland,Puccini,Italy,m,Tosca,2
Poland,Puccini,Italy,m,Turandot,4
Poland,Puccini,Italy,m,Turandot,4
Poland,Puccini,Italy,m,Turandot,6
Poland,Puccini,Italy,m,Turandot,5
Poland,Puccini,Italy,m,Turandot,6
Poland,Puccini,Italy,m,Turandot,3
Portugal,Puccini,Italy,m,Madama Butterfly,7
Portugal,Puccini,Italy,m,Turandot,1
Portugal,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Gianni Schicchi,1
Romania,Puccini,Italy,m,Gianni Schicchi,2
Romania,Puccini,Italy,m,Gianni Schicchi,3
Romania,Puccini,Italy,m,Gianni Schicchi,1
Romania,Puccini,Italy,m,Gianni Schicchi,1
Romania,Puccini,Italy,m,Gianni Schicchi,1
Romania,Puccini,Italy,m,Gianni Schicchi,1
Romania,Puccini,Italy,m,Gianni Schicchi,1
Romania,Puccini,Italy,m,Gianni Schicchi,2
Romania,Puccini,Italy,m,Il tabarro,1
Romania,Puccini,Italy,m,Il tabarro,2
Romania,Puccini,Italy,m,Il tabarro,3
Romania,Puccini,Italy,m,Il tabarro,1
Romania,Puccini,Italy,m,Il tabarro,1
Romania,Puccini,Italy,m,Il tabarro,1
Romania,Puccini,Italy,m,Il tabarro,1
Romania,Puccini,Italy,m,La boheme,6
Romania,Puccini,Italy,m,La boheme,2
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,4
Romania,Puccini,Italy,m,La boheme,2
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,7
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,2
Romania,Puccini,Italy,m,La boheme,2
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,8
Romania,Puccini,Italy,m,La boheme,3
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,La boheme,2
Romania,Puccini,Italy,m,La boheme,1
Romania,Puccini,Italy,m,Madama Butterfly,3
Romania,Puccini,Italy,m,Madama Butterfly,4
Romania,Puccini,Italy,m,Madama Butterfly,2
Romania,Puccini,Italy,m,Madama Butterfly,2
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,2
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,1
Romania,Puccini,Italy,m,Madama Butterfly,6
Romania,Puccini,Italy,m,Manon Lescaut,6
Romania,Puccini,Italy,m,Suor Angelica,1
Romania,Puccini,Italy,m,Suor Angelica,1
Romania,Puccini,Italy,m,Suor Angelica,2
Romania,Puccini,Italy,m,Suor Angelica,3
Romania,Puccini,Italy,m,Suor Angelica,2
Romania,Puccini,Italy,m,Suor Angelica,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,4
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,3
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,4
Romania,Puccini,Italy,m,Tosca,3
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,2
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,1
Romania,Puccini,Italy,m,Tosca,4
Romania,Puccini,Italy,m,Turandot,4
Romania,Puccini,Italy,m,Turandot,2
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,2
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,3
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,4
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,2
Romania,Puccini,Italy,m,Turandot,2
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,3
Romania,Puccini,Italy,m,Turandot,1
Romania,Puccini,Italy,m,Turandot,1
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,2
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,2
Russia,Puccini,Italy,m,Gianni Schicchi,3
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,2
Russia,Puccini,Italy,m,Gianni Schicchi,2
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Gianni Schicchi,2
Russia,Puccini,Italy,m,Gianni Schicchi,1
Russia,Puccini,Italy,m,Il tabarro,1
Russia,Puccini,Italy,m,Il tabarro,1
Russia,Puccini,Italy,m,Il tabarro,2
Russia,Puccini,Italy,m,Il tabarro,2
Russia,Puccini,Italy,m,Il tabarro,1
Russia,Puccini,Italy,m,Il tabarro,1
Russia,Puccini,Italy,m,Il tabarro,2
Russia,Puccini,Italy,m,Il tabarro,1
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,9
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,3
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,7
Russia,Puccini,Italy,m,La boheme,3
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,3
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,8
Russia,Puccini,Italy,m,La boheme,3
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,12
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,7
Russia,Puccini,Italy,m,La boheme,6
Russia,Puccini,Italy,m,La boheme,6
Russia,Puccini,Italy,m,La boheme,7
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,3
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,13
Russia,Puccini,Italy,m,La boheme,7
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,8
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,2
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,1
Russia,Puccini,Italy,m,La boheme,6
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,5
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,La boheme,4
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,6
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,6
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,4
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,4
Russia,Puccini,Italy,m,Madama Butterfly,4
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,6
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,4
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,10
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,6
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,6
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,4
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,6
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,4
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,5
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,3
Russia,Puccini,Italy,m,Madama Butterfly,2
Russia,Puccini,Italy,m,Madama Butterfly,1
Russia,Puccini,Italy,m,Manon Lescaut,2
Russia,Puccini,Italy,m,Manon Lescaut,9
Russia,Puccini,Italy,m,Manon Lescaut,5
Russia,Puccini,Italy,m,Manon Lescaut,10
Russia,Puccini,Italy,m,Manon Lescaut,3
Russia,Puccini,Italy,m,Manon Lescaut,8
Russia,Puccini,Italy,m,Manon Lescaut,4
Russia,Puccini,Italy,m,Suor Angelica,1
Russia,Puccini,Italy,m,Suor Angelica,1
Russia,Puccini,Italy,m,Suor Angelica,2
Russia,Puccini,Italy,m,Suor Angelica,1
Russia,Puccini,Italy,m,Suor Angelica,1
Russia,Puccini,Italy,m,Tosca,4
